 profundidade, Hcp_real, Hcp_imag, Hcx_real, Hcx_imag, rho
  0.7900000095367432E+01, -0.7607583650573849E-01, -0.1733729318099636E-03,  0.1544525416813984E+00, -0.5558205202383194E-03,   1.0
  0.8000000000000000E+01, -0.7607604490914696E-01, -0.1825588493767348E-03,  0.1544523055545038E+00, -0.5593873240031949E-03,   1.0
  0.8100000381469727E+01, -0.7607625374820794E-01, -0.1905922852536147E-03,  0.1544520777098156E+00, -0.5624926060999645E-03,   1.0
  0.8199999809265137E+01, -0.7607646279307222E-01, -0.1976758370697568E-03,  0.1544518576144455E+00, -0.5652179392210334E-03,   1.0
  0.8300000190734863E+01, -0.7607667184384502E-01, -0.2039672316808773E-03,  0.1544516447964915E+00, -0.5676268014243669E-03,   1.0
  0.8399999618530273E+01, -0.7607688072545905E-01, -0.2095910904798852E-03,  0.1544514388349631E+00, -0.5697693266692424E-03,   1.0
  0.8500000000000000E+01, -0.7607708928366179E-01, -0.2146471789923876E-03,  0.1544512393518200E+00, -0.5716856338996934E-03,   1.0
  0.8600000381469727E+01, -0.7607729738182635E-01, -0.2192163077562797E-03,  0.1544510460055951E+00, -0.5734082071787012E-03,   1.0
  0.8699999809265137E+01, -0.7607750489838541E-01, -0.2233646289885805E-03,  0.1544508584862305E+00, -0.5749636280563187E-03,   1.0
  0.8800000190734863E+01, -0.7607771172474075E-01, -0.2271468156118146E-03,  0.1544506765108410E+00, -0.5763738568721010E-03,   1.0
  0.8899999618530273E+01, -0.7607791776354744E-01, -0.2306084476073561E-03,  0.1544504998202147E+00, -0.5776571942821494E-03,   1.0
  0.9000000000000000E+01, -0.7607812292728586E-01, -0.2337878270158674E-03,  0.1544503281758981E+00, -0.5788290123793201E-03,   1.0
  0.9100000381469727E+01, -0.7607832713706948E-01, -0.2367173750104417E-03,  0.1544501613577362E+00, -0.5799023173330372E-03,   1.0
  0.9199999809265137E+01, -0.7607853032163640E-01, -0.2394247191360808E-03,  0.1544499991617975E+00, -0.5808881871593850E-03,   1.0
  0.9300000190734863E+01, -0.7607873241649715E-01, -0.2419335480005680E-03,  0.1544498413986008E+00, -0.5817961157936000E-03,   1.0
  0.9399999618530273E+01, -0.7607893336319900E-01, -0.2442642894382838E-03,  0.1544496878915923E+00, -0.5826342860512917E-03,   1.0
  0.9500000000000000E+01, -0.7607913310869999E-01, -0.2464346532547735E-03,  0.1544495384758363E+00, -0.5834097880501621E-03,   1.0
  0.9600000381469727E+01, -0.7607933160482400E-01, -0.2484600690795954E-03,  0.1544493929968751E+00, -0.5841287953937775E-03,   1.0
  0.9699999809265137E+01, -0.7607952880778743E-01, -0.2503540422332050E-03,  0.1544492513097367E+00, -0.5847967083468197E-03,   1.0
  0.9800000190734863E+01, -0.7607972467778502E-01, -0.2521284449720187E-03,  0.1544491132780663E+00, -0.5854182709968245E-03,   1.0
  0.9899999618530273E+01, -0.7607991917862832E-01, -0.2537937563998456E-03,  0.1544489787733601E+00, -0.5859976677532614E-03,   1.0
  0.1000000000000000E+02, -0.7608011227742403E-01, -0.2553592612931779E-03,  0.1544488476742913E+00, -0.5865386033128469E-03,   1.0
  0.1010000038146973E+02, -0.7608030394429269E-01, -0.2568332158264409E-03,  0.1544487198661107E+00, -0.5870443693036516E-03,   1.0
  0.1019999980926514E+02, -0.7608049415211500E-01, -0.2582229864444632E-03,  0.1544485952401123E+00, -0.5875179001262959E-03,   1.0
  0.1030000019073486E+02, -0.7608068287631010E-01, -0.2595351668301947E-03,  0.1544484736931604E+00, -0.5879618199809433E-03,   1.0
  0.1039999961853027E+02, -0.7608087009463310E-01, -0.2607756768887583E-03,  0.1544483551272603E+00, -0.5883784826612356E-03,   1.0
  0.1050000000000000E+02, -0.7608105578699520E-01, -0.2619498468981528E-03,  0.1544482394491767E+00, -0.5887700053800798E-03,   1.0
  0.1060000038146973E+02, -0.7608123993530157E-01, -0.2630624893511037E-03,  0.1544481265700895E+00, -0.5891382976459873E-03,   1.0
  0.1069999980926514E+02, -0.7608142252330691E-01, -0.2641179605425408E-03,  0.1544480164052789E+00, -0.5894850860142144E-03,   1.0
  0.1080000019073486E+02, -0.7608160353647864E-01, -0.2651202135665688E-03,  0.1544479088738467E+00, -0.5898119353842773E-03,   1.0
  0.1089999961853027E+02, -0.7608178296188151E-01, -0.2660728440919985E-03,  0.1544478038984574E+00, -0.5901202673928182E-03,   1.0
  0.1100000000000000E+02, -0.7608196078806458E-01, -0.2669791300371243E-03,  0.1544477014051039E+00, -0.5904113763536815E-03,   1.0
  0.1110000038146973E+02, -0.7608213700496319E-01, -0.2678420660709478E-03,  0.1544476013228977E+00, -0.5906864431183425E-03,   1.0
  0.1119999980926514E+02, -0.7608231160380713E-01, -0.2686643937134218E-03,  0.1544475035838706E+00, -0.5909465471663071E-03,   1.0
  0.1130000019073486E+02, -0.7608248457703599E-01, -0.2694486276729748E-03,  0.1544474081227985E+00, -0.5911926771836136E-03,   1.0
  0.1139999961853027E+02, -0.7608265591822377E-01, -0.2701970789617576E-03,  0.1544473148770362E+00, -0.5914257403454143E-03,   1.0
  0.1150000000000000E+02, -0.7608282562200776E-01, -0.2709118752360251E-03,  0.1544472237863677E+00, -0.5916465704839595E-03,   1.0
